location,room_type,bed_type,room_size,ac,attached_bath,parking,kitchen,power_backup,wifi,tv,fridge,wardrobe,study_table,balcony,furnished,rent
Other,Single,No Bed,103.0,0,1,1,1,0,0,1,0,1,0,1,Fully,14759
Palakkad,Studio,No Bed,286.0,1,1,0,1,0,0,1,1,0,0,0,Semi,21130
Trivandrum,Single,King Bed,128.0,0,0,0,1,1,1,0,1,1,0,0,Unfurnished,16012
Palarivattom,Double,Queen Bed,150.0,1,0,0,1,0,0,1,0,1,1,1,Fully,29209
Kottayam,Single,Queen Bed,112.0,1,1,1,1,0,0,0,0,1,1,0,Fully,18548
Fort Kochi,Single,Bunk Bed,105.0,1,1,0,0,1,0,1,1,0,0,0,Unfurnished,16640
Edappally,Quad,Double Bed,397.0,0,0,0,0,0,1,0,1,0,0,0,Semi,33719
Mumbai,Single,King Bed,101.0,0,1,0,1,0,0,0,0,1,1,1,Semi,36148
Karukachal,Quad,King Bed,513.0,1,1,1,1,0,0,1,0,1,1,0,Semi,30411
Kaloor,Quad,Double Bed,503.0,1,1,0,0,1,0,0,0,1,0,0,Fully,41011
Thrissur,Single,Bunk Bed,118.0,0,1,0,1,0,1,0,0,1,0,0,Semi,13681
Thrissur,Master,Queen Bed,212.0,0,0,0,1,0,1,1,0,1,0,1,Unfurnished,21045
Palakkad,Studio,Queen Bed,336.0,1,1,1,1,0,0,1,1,1,1,1,Unfurnished,26364
Hyderabad,Double,Double Bed,240.0,0,1,0,1,1,1,1,1,0,1,1,Fully,32976
Other,Quad,Bunk Bed,428.0,1,1,1,1,1,0,0,0,1,1,0,Fully,32784
Kochi,Quad,Double Bed,513.0,1,0,1,1,0,1,1,0,1,1,1,Semi,37977
Palakkad,Studio,Queen Bed,260.0,0,0,0,1,1,0,1,0,0,1,0,Unfurnished,18979
Pune,Double,Single Bed,146.0,0,0,1,1,0,1,1,0,1,0,0,Unfurnished,25460
Pune,Studio,King Bed,267.0,0,0,0,0,1,0,0,0,1,1,1,Unfurnished,38977
Kolkata,Double,Bunk Bed,154.0,1,0,1,0,1,1,0,1,1,0,0,Fully,24551
Mg Road,Double,Bunk Bed,208.0,1,0,1,0,1,1,1,0,0,0,0,Semi,22618
Vyttila,Triple,King Bed,255.0,0,1,0,0,0,1,0,1,1,1,0,Unfurnished,31273
Kolkata,Double,No Bed,225.0,0,1,1,1,1,0,0,0,0,1,1,Fully,25178
Palarivattom,Single,Bunk Bed,92.0,0,1,0,1,1,1,0,0,1,1,1,Fully,17052
Kochi,Triple,Queen Bed,300.0,0,0,1,1,0,0,0,1,1,0,1,Unfurnished,28053
Kannur,Triple,Bunk Bed,377.0,0,0,0,1,1,0,0,0,1,1,1,Unfurnished,21782
Other,Triple,Queen Bed,259.0,0,1,0,1,1,1,1,0,1,0,1,Unfurnished,24885
Kaloor,Single,King Bed,121.0,0,1,0,1,0,0,1,1,0,1,0,Fully,23033
Vyttila,Master,No Bed,187.0,1,1,0,1,0,1,1,0,1,0,0,Fully,27938
Mumbai,Master,Bunk Bed,249.0,0,1,0,0,1,0,1,0,1,1,1,Semi,57073
Delhi,Master,King Bed,151.0,0,1,0,0,1,1,1,1,0,0,1,Semi,36614
Kalamassery,Master,King Bed,267.0,0,1,0,0,1,1,1,0,1,1,1,Unfurnished,24046
Vyttila,Double,Double Bed,188.0,0,0,1,0,0,0,1,1,0,0,1,Semi,22710
Changanassery,Single,No Bed,133.0,1,1,1,0,0,1,0,1,0,1,0,Semi,12155
Jaipur,Studio,Single Bed,308.0,1,0,1,0,0,1,1,1,1,1,0,Fully,28091
Jaipur,Studio,Queen Bed,322.0,0,0,1,0,1,0,0,1,0,0,0,Unfurnished,25134
Other,Master,Double Bed,241.0,1,1,0,1,0,1,0,1,0,1,1,Fully,26270
Pala,Single,No Bed,142.0,1,0,0,1,1,0,1,1,1,0,0,Semi,11694
Alappuzha,Studio,Double Bed,389.0,1,0,1,0,1,0,0,0,1,0,0,Unfurnished,21393
Kozhikode,Master,Queen Bed,216.0,1,1,1,1,1,0,0,1,1,1,1,Fully,27554
Kolkata,Double,No Bed,182.0,1,1,1,1,1,0,0,0,0,1,1,Fully,27702
Palakkad,Quad,King Bed,377.0,1,1,0,1,1,0,1,0,1,1,0,Fully,34957
Jaipur,Quad,Single Bed,493.0,1,1,1,1,1,1,0,1,1,1,0,Semi,36133
Edappally,Triple,No Bed,344.0,1,0,0,0,1,1,0,0,0,0,1,Semi,26281
Palakkad,Double,Single Bed,140.0,1,1,1,0,1,1,0,1,1,1,0,Unfurnished,15990
Kozhikode,Double,Queen Bed,219.0,0,1,1,1,0,1,1,1,1,1,1,Semi,26003
Bangalore,Master,King Bed,217.0,1,0,0,1,1,0,1,0,1,1,0,Fully,46713
Fort Kochi,Double,No Bed,128.0,1,1,0,0,1,0,1,1,1,0,0,Unfurnished,20848
Kalamassery,Single,Queen Bed,97.0,0,0,0,1,1,1,0,0,1,0,0,Fully,15280
Pune,Quad,King Bed,390.0,1,0,1,1,0,0,1,0,0,0,0,Unfurnished,47632
Jaipur,Studio,Bunk Bed,234.0,1,1,1,0,1,1,0,0,1,0,1,Fully,28519
Changanassery,Triple,King Bed,349.0,1,1,1,0,0,0,1,0,1,0,0,Semi,24945
Kottayam,Double,No Bed,233.0,0,0,0,0,1,1,0,0,1,0,0,Unfurnished,15170
Edappally,Quad,King Bed,529.0,1,0,0,0,0,1,0,0,1,1,1,Unfurnished,39999
Chennai,Studio,Queen Bed,384.0,0,0,0,1,0,0,0,1,0,0,1,Semi,39100
Ranni,Single,King Bed,120.0,1,0,0,1,0,0,1,0,1,1,0,Fully,16302
Other,Single,Double Bed,87.0,1,0,0,0,1,1,1,1,0,0,1,Unfurnished,13001
Kollam,Studio,Bunk Bed,333.0,0,1,0,0,0,1,0,0,0,0,0,Semi,19731
Edappally,Single,Queen Bed,147.0,1,1,0,1,0,1,0,1,1,0,0,Semi,19394
Kakkanad,Master,Double Bed,288.0,0,0,1,1,1,1,0,1,1,1,0,Fully,24931
Kannur,Quad,Queen Bed,439.0,1,0,1,0,0,0,0,1,0,0,1,Semi,31690
Kolkata,Triple,Double Bed,328.0,1,1,0,0,0,1,0,1,0,0,1,Semi,33323
Pune,Quad,King Bed,440.0,0,0,0,0,1,1,0,1,1,1,0,Unfurnished,48962
Bangalore,Master,Queen Bed,154.0,1,0,0,0,0,0,1,0,0,0,0,Fully,35596
Mg Road,Double,King Bed,172.0,0,1,0,0,0,1,1,1,1,1,0,Unfurnished,26986
Vyttila,Master,Bunk Bed,197.0,0,1,1,1,1,1,0,1,1,1,0,Unfurnished,24241
Mg Road,Single,King Bed,147.0,1,0,0,1,1,1,0,1,0,0,0,Unfurnished,19703
Ranni,Double,No Bed,228.0,1,1,1,0,0,1,0,1,0,0,0,Fully,16777
Palarivattom,Double,King Bed,213.0,0,1,1,1,1,1,0,1,1,1,0,Fully,28193
Other,Double,King Bed,226.0,0,0,1,1,1,1,0,0,1,0,1,Unfurnished,22030
Palakkad,Studio,Double Bed,351.0,1,1,1,1,0,0,0,1,1,1,0,Fully,24335
Palarivattom,Studio,Queen Bed,257.0,1,0,0,1,0,1,0,1,0,0,0,Fully,35236
Kottayam,Quad,No Bed,442.0,1,0,1,1,1,1,1,1,0,0,0,Unfurnished,30043
Edappally,Double,Double Bed,137.0,1,0,1,0,0,0,0,1,1,0,0,Unfurnished,20984
Alappuzha,Quad,Bunk Bed,534.0,1,1,0,1,0,0,0,1,1,1,0,Unfurnished,26560
Mumbai,Studio,Single Bed,234.0,0,1,0,0,1,0,1,0,1,0,0,Fully,59698
Surat,Double,King Bed,248.0,1,1,0,1,0,0,0,1,0,1,0,Unfurnished,27181
Kakkanad,Studio,Bunk Bed,284.0,0,0,0,0,1,1,1,0,0,1,1,Unfurnished,22182
Hyderabad,Studio,No Bed,235.0,0,0,1,1,0,0,0,0,0,1,1,Fully,35278
Fort Kochi,Triple,Single Bed,387.0,0,1,1,1,0,0,0,1,1,1,1,Fully,33114
Aluva,Master,Single Bed,192.0,1,1,1,0,0,0,1,0,0,0,1,Fully,21480
Palakkad,Studio,Double Bed,365.0,1,1,0,0,1,1,1,0,0,0,0,Unfurnished,22285
Pala,Master,Bunk Bed,230.0,0,1,1,1,0,0,1,1,0,0,0,Semi,18517
Fort Kochi,Double,Bunk Bed,229.0,1,1,0,0,0,1,1,0,1,1,0,Unfurnished,24037
Kakkanad,Single,Queen Bed,142.0,1,0,1,1,0,1,1,1,0,0,0,Fully,20500
Ahmedabad,Quad,King Bed,429.0,0,0,0,1,0,1,1,1,0,0,0,Unfurnished,40148
Other,Quad,Queen Bed,436.0,1,0,0,0,0,0,0,0,0,0,1,Semi,27674
Aluva,Triple,Queen Bed,445.0,1,0,0,0,0,0,1,0,1,0,0,Unfurnished,22729
Kannur,Quad,Queen Bed,535.0,1,0,1,0,1,0,1,1,0,1,0,Unfurnished,32437
Other,Quad,Bunk Bed,504.0,1,0,0,0,1,0,1,0,0,1,0,Semi,27949
Chennai,Quad,Bunk Bed,410.0,0,0,1,1,1,0,1,0,1,0,0,Unfurnished,41299
Aluva,Double,No Bed,193.0,1,0,0,0,1,1,0,1,1,0,0,Unfurnished,15548
Alappuzha,Triple,King Bed,385.0,1,1,1,1,1,0,1,1,0,0,0,Fully,32402
Kozhikode,Quad,King Bed,481.0,1,1,0,1,0,1,0,0,1,0,0,Semi,37626
Pala,Double,Double Bed,179.0,1,1,0,1,1,1,1,0,1,0,0,Semi,18752
Other,Studio,No Bed,219.0,0,1,1,1,1,1,1,0,1,1,1,Fully,25430
Fort Kochi,Studio,Double Bed,342.0,0,0,0,0,0,1,1,1,1,0,0,Unfurnished,31741
Ahmedabad,Single,Single Bed,141.0,0,1,1,0,1,0,1,1,0,1,1,Semi,16863
Kollam,Triple,Double Bed,447.0,0,0,0,1,0,1,1,1,0,1,1,Fully,28532
Trivandrum,Master,Queen Bed,239.0,1,1,0,1,1,1,1,0,0,0,1,Fully,28653
Other,Studio,Bunk Bed,347.0,1,0,1,0,0,1,1,0,1,0,1,Semi,25124
Surat,Triple,Bunk Bed,423.0,1,1,0,1,0,0,1,1,1,1,1,Unfurnished,30503
Kaloor,Triple,Bunk Bed,347.0,0,0,0,0,1,0,0,1,0,0,1,Fully,26699
Kozhikode,Master,No Bed,157.0,1,1,1,0,1,1,1,1,1,0,1,Semi,20867
Kolkata,Quad,No Bed,417.0,0,1,1,1,0,1,1,1,0,0,0,Semi,40012
Aluva,Quad,Queen Bed,598.0,1,1,1,1,1,0,1,0,0,0,0,Fully,33630
Jaipur,Quad,No Bed,518.0,1,1,0,0,0,0,1,0,0,0,1,Fully,34757
Vyttila,Single,Double Bed,91.0,0,1,0,1,0,1,1,0,1,0,1,Fully,19681
Palakkad,Quad,Double Bed,537.0,0,0,0,1,1,1,1,1,0,0,0,Unfurnished,25917
Other,Quad,Bunk Bed,553.0,1,1,0,0,1,1,1,1,0,0,0,Semi,29008
Aluva,Double,No Bed,225.0,0,0,0,1,1,1,1,0,0,1,0,Fully,18387
Kaloor,Quad,King Bed,423.0,0,0,0,1,0,0,1,0,0,1,1,Fully,42700
Palarivattom,Quad,No Bed,524.0,0,1,1,1,1,1,1,0,0,0,1,Unfurnished,33388
Kaloor,Single,No Bed,89.0,0,0,1,0,1,1,1,0,0,0,1,Unfurnished,10813
Alappuzha,Quad,King Bed,509.0,1,1,1,1,1,0,1,0,1,0,0,Unfurnished,34059
Kollam,Studio,King Bed,383.0,0,1,1,0,1,0,0,0,0,0,1,Unfurnished,24123
Alappuzha,Master,King Bed,248.0,0,1,1,0,1,0,0,1,0,0,1,Unfurnished,20157
Kaloor,Double,Bunk Bed,167.0,1,0,1,1,0,1,0,1,0,1,1,Fully,27000
Hyderabad,Single,Double Bed,119.0,0,1,0,0,1,0,0,1,0,0,0,Unfurnished,18654
Pala,Master,Queen Bed,186.0,0,0,0,1,0,0,0,0,1,0,0,Semi,17018
Trivandrum,Triple,Bunk Bed,377.0,1,1,0,0,1,0,1,0,1,0,0,Fully,27396
Kakkanad,Quad,Double Bed,597.0,1,0,1,0,0,1,0,0,0,1,1,Fully,35711
Other,Single,Bunk Bed,106.0,0,1,0,0,1,1,1,1,1,0,1,Unfurnished,12589
Jaipur,Master,No Bed,169.0,0,0,1,0,1,1,1,1,1,1,0,Semi,20168
Changanassery,Studio,Double Bed,261.0,1,0,1,0,1,0,1,1,1,1,1,Fully,24320
Kalamassery,Single,Queen Bed,99.0,0,0,1,1,1,0,0,1,1,1,1,Fully,17642
Hyderabad,Quad,Queen Bed,533.0,0,1,0,1,1,1,0,0,1,1,1,Fully,56926
Changanassery,Quad,Queen Bed,440.0,0,0,0,0,1,1,1,0,1,1,1,Fully,32540
Other,Single,Bunk Bed,116.0,1,0,0,1,0,0,0,1,0,0,0,Semi,12136
Ranni,Master,Double Bed,185.0,1,0,1,0,0,1,0,1,0,0,1,Semi,17803
Surat,Double,King Bed,135.0,1,0,0,0,0,0,1,0,1,0,1,Semi,23499
Bangalore,Quad,No Bed,431.0,1,0,0,1,1,0,1,0,1,0,0,Unfurnished,52568
Edappally,Double,Bunk Bed,202.0,1,0,1,1,0,1,0,0,1,1,1,Semi,23609
Palarivattom,Single,Single Bed,90.0,1,0,1,1,0,0,0,0,0,1,1,Semi,15601
Karukachal,Triple,No Bed,360.0,1,1,0,1,0,0,0,1,1,1,1,Fully,22411
Aluva,Quad,Queen Bed,534.0,0,1,0,1,1,0,1,1,1,1,1,Unfurnished,31414
Kottayam,Studio,Queen Bed,256.0,0,1,0,0,0,0,0,1,1,0,1,Fully,25834
Kalamassery,Triple,Queen Bed,261.0,1,0,1,0,0,0,1,1,1,0,1,Semi,24102
Pala,Master,Queen Bed,194.0,1,0,1,1,1,0,1,0,1,0,1,Semi,21722
Kollam,Single,No Bed,150.0,0,1,1,0,1,0,1,0,0,1,0,Unfurnished,9521
Pathanamthitta,Quad,Bunk Bed,581.0,0,0,1,0,0,0,0,0,0,1,0,Fully,24047
Ahmedabad,Master,King Bed,160.0,0,0,0,1,0,1,0,1,1,1,1,Unfurnished,28503
Aluva,Triple,Double Bed,276.0,0,1,1,0,1,1,0,0,0,0,1,Unfurnished,19786
Kolkata,Quad,Double Bed,551.0,0,1,0,1,0,1,1,0,1,1,1,Unfurnished,42177
Changanassery,Single,No Bed,86.0,1,0,0,0,0,1,0,1,1,1,0,Unfurnished,8940
Thrissur,Master,No Bed,195.0,0,1,1,0,0,1,1,0,0,1,0,Unfurnished,16444
Pune,Quad,Queen Bed,466.0,1,1,0,0,1,1,1,0,1,0,0,Semi,53183
Chennai,Double,Double Bed,126.0,0,0,1,1,1,0,0,0,1,1,1,Unfurnished,24377
Ahmedabad,Double,No Bed,129.0,0,0,1,1,0,1,1,0,1,1,1,Fully,25833
Kozhikode,Double,Double Bed,122.0,0,1,0,0,0,1,0,0,0,1,0,Fully,21778
Mg Road,Master,Queen Bed,265.0,0,1,1,1,1,0,0,1,0,1,1,Fully,30397
Aluva,Triple,No Bed,425.0,0,0,1,1,0,0,0,0,1,0,0,Fully,20594
Kochi,Triple,Double Bed,385.0,0,1,1,1,0,0,0,0,0,1,0,Unfurnished,26115
Kalamassery,Single,King Bed,133.0,1,1,0,1,1,0,1,0,1,1,1,Fully,22413
Pala,Triple,Double Bed,291.0,0,1,1,0,1,1,0,1,1,1,0,Fully,21633
Kaloor,Triple,Queen Bed,267.0,1,0,1,1,1,1,0,1,1,1,1,Unfurnished,32995
Kaloor,Quad,Double Bed,500.0,1,0,1,1,0,0,0,0,1,0,1,Fully,37491
Palakkad,Studio,Single Bed,377.0,0,0,0,1,1,1,1,0,0,1,0,Fully,22866
Delhi,Double,King Bed,217.0,0,1,1,0,0,0,0,1,0,1,0,Fully,35709
Kollam,Quad,Single Bed,409.0,0,0,1,1,1,1,1,0,1,0,1,Unfurnished,24600
Kolkata,Master,Single Bed,158.0,1,1,0,0,1,1,1,0,0,0,0,Semi,23555
Karukachal,Master,Double Bed,197.0,1,0,0,1,1,1,1,1,0,1,0,Semi,17606
Fort Kochi,Double,No Bed,216.0,0,1,0,1,0,0,0,1,0,0,1,Semi,25378
Kochi,Double,Bunk Bed,164.0,0,1,1,1,1,0,0,0,0,0,1,Semi,18920
Alappuzha,Quad,King Bed,533.0,1,1,0,1,0,0,0,0,0,0,0,Fully,33621
Vyttila,Quad,Bunk Bed,590.0,0,0,0,1,0,0,0,0,0,0,0,Semi,34821
Kozhikode,Studio,Single Bed,311.0,0,1,0,0,1,0,0,0,0,1,1,Unfurnished,24692
Mumbai,Master,Single Bed,243.0,1,0,1,1,0,1,0,0,0,1,0,Unfurnished,51440
Thrissur,Triple,Bunk Bed,430.0,0,1,1,1,1,0,1,1,1,1,0,Unfurnished,25316
Alappuzha,Single,Queen Bed,114.0,1,1,1,1,0,1,1,0,0,1,0,Semi,17214
Bangalore,Double,No Bed,124.0,0,0,0,1,0,0,1,0,1,0,1,Fully,31705
Other,Triple,Queen Bed,359.0,0,0,1,0,1,1,1,0,1,1,0,Unfurnished,22789
Edappally,Double,Queen Bed,212.0,1,0,0,0,1,0,1,0,1,0,1,Semi,26051
Surat,Double,Double Bed,181.0,1,1,1,1,1,0,0,0,1,1,0,Fully,26074
Kochi,Double,Queen Bed,192.0,1,1,1,0,1,1,0,1,1,0,1,Unfurnished,23246
Kolkata,Single,No Bed,128.0,0,1,1,0,0,0,1,0,0,0,1,Semi,15462
Kozhikode,Double,No Bed,185.0,0,0,0,1,1,1,0,0,0,0,1,Semi,17856
Surat,Quad,King Bed,544.0,0,1,1,1,0,1,0,0,0,1,0,Semi,43624
Changanassery,Master,Queen Bed,282.0,1,0,1,1,1,1,0,1,0,0,0,Semi,23727
Vyttila,Triple,Double Bed,404.0,1,0,0,0,1,0,1,0,0,1,1,Semi,30779
Edappally,Triple,Queen Bed,292.0,1,0,1,0,1,0,1,1,1,1,1,Fully,33674
Palakkad,Triple,Single Bed,347.0,0,0,1,1,0,0,1,0,0,1,0,Fully,22477
Vyttila,Studio,Bunk Bed,322.0,1,1,1,0,1,1,0,0,0,0,1,Unfurnished,27123
Kollam,Studio,King Bed,350.0,1,0,0,1,0,0,0,1,1,1,1,Semi,26737
Mumbai,Studio,King Bed,309.0,1,0,1,1,1,1,0,1,1,1,0,Fully,75862
Other,Double,Single Bed,156.0,1,0,0,0,0,0,0,0,1,0,0,Fully,17061
Trivandrum,Triple,Queen Bed,440.0,0,1,0,0,0,1,0,0,0,1,0,Unfurnished,28566
Kozhikode,Studio,Double Bed,321.0,0,0,0,0,1,1,0,0,1,1,0,Fully,25432
Kaloor,Master,King Bed,292.0,0,1,0,1,1,0,1,1,1,1,1,Unfurnished,27254
Bangalore,Studio,Queen Bed,286.0,1,0,0,0,1,1,1,1,0,0,0,Fully,44997
Kozhikode,Studio,Single Bed,222.0,1,1,0,0,0,0,0,0,1,0,1,Fully,25393
Kollam,Double,Double Bed,235.0,0,1,1,1,1,1,0,0,1,1,1,Fully,22034
Karukachal,Double,Queen Bed,143.0,0,0,0,0,1,1,1,0,0,1,0,Semi,16298
Kolkata,Master,King Bed,212.0,1,1,0,0,0,0,0,1,1,0,1,Unfurnished,29515
Mumbai,Master,Bunk Bed,246.0,1,1,1,0,0,0,0,0,0,1,1,Semi,51882
Ranni,Single,No Bed,116.0,1,0,0,1,1,0,1,0,1,1,0,Unfurnished,8881
Delhi,Studio,Queen Bed,250.0,0,0,0,1,0,0,1,1,1,0,1,Semi,42052
Palakkad,Quad,Queen Bed,581.0,1,1,1,1,1,1,1,0,0,0,1,Fully,32543
Aluva,Triple,Bunk Bed,313.0,0,0,1,1,1,1,1,0,1,0,1,Fully,25409
Bangalore,Master,No Bed,208.0,0,1,0,1,1,1,1,0,0,1,0,Fully,38006
Kalamassery,Quad,Single Bed,489.0,0,0,0,0,1,0,1,1,1,1,0,Unfurnished,28186
Kannur,Quad,No Bed,575.0,1,0,0,0,0,0,0,1,0,0,1,Semi,27984
Kochi,Single,No Bed,115.0,0,0,1,1,1,1,0,0,1,0,1,Semi,13990
Kollam,Triple,Single Bed,310.0,1,0,0,0,1,1,0,1,1,1,1,Unfurnished,21920
Kozhikode,Master,King Bed,200.0,0,1,1,1,0,1,0,1,1,0,1,Fully,30495
Mumbai,Quad,No Bed,422.0,1,1,0,1,1,1,0,1,1,1,1,Unfurnished,83817
Kalamassery,Double,Bunk Bed,172.0,0,1,1,1,0,0,1,1,1,0,1,Semi,19611
Fort Kochi,Quad,Queen Bed,374.0,0,1,1,1,1,1,1,1,1,1,1,Semi,42319
Ranni,Studio,Bunk Bed,341.0,1,0,1,0,0,1,1,0,0,1,0,Fully,22288
Ahmedabad,Studio,No Bed,274.0,0,0,1,0,0,0,0,1,1,0,0,Fully,29601
Karukachal,Quad,Double Bed,465.0,0,1,0,0,1,1,0,1,0,1,0,Semi,22869
Thrissur,Double,Bunk Bed,172.0,1,0,0,0,0,0,0,1,0,0,1,Unfurnished,16786
Kaloor,Master,No Bed,297.0,1,0,1,1,0,1,1,1,1,1,1,Unfurnished,26086
Trivandrum,Single,King Bed,132.0,0,1,0,1,0,1,0,1,1,1,0,Unfurnished,19551
Kozhikode,Master,Queen Bed,256.0,1,1,1,1,1,0,0,1,1,1,1,Unfurnished,25008
Fort Kochi,Master,Double Bed,221.0,0,1,1,0,0,0,0,0,1,1,1,Semi,29877
Kakkanad,Master,Double Bed,291.0,0,1,0,1,0,0,1,0,1,0,0,Fully,25873
Palarivattom,Quad,No Bed,481.0,0,0,0,1,1,0,0,0,0,0,0,Fully,36616
Fort Kochi,Studio,Single Bed,208.0,0,0,0,1,1,0,0,0,1,1,0,Unfurnished,28874
Palarivattom,Master,Double Bed,161.0,1,0,0,0,0,0,0,0,1,0,0,Unfurnished,20440
Delhi,Triple,Bunk Bed,277.0,0,1,0,1,0,1,1,1,1,1,1,Fully,46056
Surat,Triple,King Bed,432.0,1,0,0,0,1,1,1,0,1,0,1,Semi,31941
Trivandrum,Quad,Single Bed,594.0,0,0,1,1,1,0,0,1,1,0,1,Fully,34702
Kakkanad,Master,Single Bed,174.0,1,1,0,0,1,1,0,1,1,0,0,Semi,21538
Jaipur,Studio,Queen Bed,316.0,0,0,1,1,1,1,1,0,0,1,0,Unfurnished,28621
Kalamassery,Studio,King Bed,307.0,0,0,0,0,1,1,1,0,1,1,0,Unfurnished,26845
Ranni,Studio,King Bed,377.0,1,1,1,1,1,1,1,0,1,0,0,Fully,26702
Delhi,Double,No Bed,231.0,0,1,1,1,1,1,0,1,1,0,1,Unfurnished,32623
Delhi,Double,Bunk Bed,120.0,1,1,1,0,1,0,0,0,0,0,1,Fully,32745
Ahmedabad,Master,No Bed,234.0,1,1,1,1,1,1,1,0,1,0,1,Fully,32975
Jaipur,Master,Bunk Bed,194.0,0,0,1,0,0,1,1,0,1,0,0,Unfurnished,18199
Surat,Studio,Queen Bed,210.0,1,1,0,0,0,1,1,0,0,1,1,Unfurnished,31514
Fort Kochi,Single,Double Bed,148.0,0,1,0,1,0,1,0,0,0,0,0,Fully,20401
Palakkad,Triple,Single Bed,433.0,1,1,1,0,0,0,0,1,0,0,1,Fully,23260
Delhi,Studio,Queen Bed,281.0,0,1,1,0,0,1,1,1,1,1,0,Fully,49161
Palarivattom,Triple,Queen Bed,303.0,1,1,0,0,0,0,0,1,0,0,1,Unfurnished,27688
Mg Road,Single,Queen Bed,119.0,1,1,0,0,0,0,0,0,0,0,1,Unfurnished,17064
Palarivattom,Triple,King Bed,329.0,1,1,0,0,0,1,1,1,0,0,1,Unfurnished,34164
Kochi,Studio,Single Bed,316.0,1,1,1,0,0,0,1,1,0,0,1,Unfurnished,28217
Hyderabad,Triple,Double Bed,328.0,0,1,0,0,0,0,0,1,1,1,1,Fully,36108
Delhi,Quad,King Bed,534.0,1,1,1,1,0,1,1,1,0,1,0,Unfurnished,63060
Kalamassery,Studio,Queen Bed,396.0,0,1,1,1,0,1,1,0,0,1,0,Unfurnished,27499
Alappuzha,Quad,Single Bed,474.0,0,1,1,1,0,0,1,0,0,1,1,Fully,31036
Trivandrum,Double,Single Bed,132.0,1,0,0,1,0,1,0,0,0,1,0,Unfurnished,19108
Alappuzha,Double,Double Bed,135.0,1,0,1,1,0,1,1,0,0,0,0,Unfurnished,15250
Aluva,Single,King Bed,140.0,0,1,0,0,1,0,1,0,0,1,1,Semi,16677
Vyttila,Studio,Queen Bed,284.0,1,0,1,1,0,0,0,0,1,0,1,Fully,33710
Hyderabad,Double,Single Bed,216.0,1,0,1,0,1,1,1,1,0,0,1,Fully,29687
Thrissur,Master,No Bed,262.0,0,0,0,0,0,1,1,1,0,1,1,Fully,21607
Trivandrum,Triple,Queen Bed,354.0,0,1,0,1,1,1,0,1,0,1,0,Semi,27888
Delhi,Triple,No Bed,366.0,1,1,1,0,1,0,0,1,1,0,0,Fully,40051
Kolkata,Studio,Queen Bed,266.0,0,1,0,1,0,1,0,0,0,0,1,Unfurnished,30912
Kaloor,Studio,No Bed,360.0,1,0,0,0,0,0,0,1,1,0,0,Semi,28044
Mumbai,Studio,Queen Bed,274.0,1,0,0,0,1,1,1,0,0,0,1,Semi,65501
Chennai,Triple,Queen Bed,374.0,0,0,0,1,1,1,0,1,0,1,0,Fully,36226
Trivandrum,Triple,Bunk Bed,327.0,0,1,0,1,1,1,0,0,0,1,0,Unfurnished,25889
Edappally,Triple,Single Bed,274.0,1,1,1,0,0,0,1,1,0,0,1,Unfurnished,27404
Pune,Master,Queen Bed,184.0,1,1,0,0,1,1,1,0,1,0,1,Unfurnished,37326
Palakkad,Quad,Queen Bed,495.0,1,0,0,0,1,1,0,1,0,0,0,Semi,28506
Delhi,Quad,Double Bed,422.0,1,0,1,0,0,0,1,1,0,0,1,Unfurnished,49615
Alappuzha,Master,No Bed,241.0,1,1,1,0,0,0,0,1,1,1,0,Unfurnished,18068
Kannur,Single,Bunk Bed,143.0,1,1,1,0,1,1,1,1,0,1,1,Fully,17550
Fort Kochi,Master,Queen Bed,231.0,0,1,1,1,0,0,1,0,1,1,0,Unfurnished,27826
Kalamassery,Double,Queen Bed,121.0,0,1,0,1,0,0,1,0,0,0,0,Semi,17989
Kannur,Quad,King Bed,525.0,1,0,0,1,1,1,1,0,1,1,0,Unfurnished,32735
Alappuzha,Triple,No Bed,317.0,0,0,1,0,1,1,1,1,1,1,0,Unfurnished,18691
Chennai,Quad,Queen Bed,383.0,1,0,1,0,0,0,1,1,1,0,1,Unfurnished,46884
Ahmedabad,Studio,Queen Bed,304.0,1,0,0,0,1,1,0,0,1,0,0,Fully,37190
Palakkad,Studio,Queen Bed,347.0,0,1,1,0,0,1,0,1,0,1,0,Fully,26421
Thrissur,Quad,Double Bed,516.0,1,1,1,0,1,0,0,1,1,0,1,Fully,39250
Kalamassery,Quad,Double Bed,442.0,0,0,0,0,1,0,1,1,0,0,1,Semi,31206
Changanassery,Quad,King Bed,563.0,0,1,1,0,0,0,0,0,0,1,1,Semi,30359
Vyttila,Triple,No Bed,386.0,1,1,1,0,0,1,0,0,1,1,1,Semi,28137
Kollam,Single,Queen Bed,98.0,1,0,1,0,1,0,0,1,1,1,0,Fully,16621
Palakkad,Studio,No Bed,207.0,1,1,1,0,0,1,1,1,1,0,1,Semi,20902
Kannur,Single,Queen Bed,109.0,0,0,0,0,1,0,1,1,1,0,1,Semi,13701
Palakkad,Quad,Double Bed,463.0,0,0,0,0,0,0,1,0,1,0,0,Unfurnished,24554
Thrissur,Double,Bunk Bed,198.0,1,1,1,1,1,1,0,0,0,0,0,Semi,19209
Kolkata,Double,Double Bed,207.0,1,1,0,1,0,0,0,1,0,1,1,Semi,27155
Other,Studio,Single Bed,311.0,1,0,1,0,0,0,0,0,1,1,0,Fully,25186
